Question,Category,Codebase,Level,Number of Participant Sub-Questions,Root Questions,Root Categories,FFP Children,EFP Children,US Children,QGS Children,Tool Usage [%],Tool Usage,Duration,Dynamic Tool Usage [seconds],Static Tool Usage [seconds],Start [seconds],Start [%],Session Duration [seconds]
25,US,Unfamiliar,2,3,3,FFP,0,3,0,0,0,S,182,0,182,267,0.1061630,2515
6,EFP,Unfamiliar,3,0,3,FFP,0,0,0,0,0,S,43,0,43,267,0.1061630,2515
12,EFP,Unfamiliar,3,1,3,FFP,0,1,0,0,0,S,139,0,139,310,0.1232604,2515
12,EFP,Unfamiliar,4,0,3,FFP,0,0,0,0,0,S,79,0,79,310,0.1232604,2515
38,QGS,Unfamiliar,1,19,,,0,13,3,3,0.2597623,s,589,152.9999947,436.0000053,449,0.1785288,2515
17,EFP,Unfamiliar,2,0,38,QGS,0,0,0,0,0,S,92,0,92,456,0.1813121,2515
6,EFP,Unfamiliar,2,0,38,QGS,0,0,0,0,0,S,31,0,31,481,0.1912525,2515
6,EFP,Unfamiliar,2,0,38,QGS,0,0,0,0,0,S,23,0,23,512,0.2035785,2515
17,EFP,Unfamiliar,2,0,38,QGS,0,0,0,0,0,S,39,0,39,548,0.2178926,2515
42,QGS,Unfamiliar,2,0,38,QGS,0,0,0,0,1,D,30,30,0,618,0.2457256,2515
30,US,Unfamiliar,2,1,38,QGS,0,0,0,1,1,D,86,86,0,648,0.2576541,2515
42,QGS,Unfamiliar,3,0,38,QGS,0,0,0,0,1,D,7,7,0,661,0.2628231,2515
e5,EFP,Unfamiliar,2,2,38,QGS,0,2,0,0,0,S,59,0,59,767,0.3049702,2515
12,EFP,Unfamiliar,3,0,38,QGS,0,0,0,0,0,S,12,0,12,767,0.3049702,2515
12,EFP,Unfamiliar,3,0,38,QGS,0,0,0,0,0,S,7,0,7,796,0.3165010,2515
6,EFP,Unfamiliar,2,0,38,QGS,0,0,0,0,0,S,31,0,31,839,0.3335984,2515
35,QGS,Unfamiliar,2,0,38,QGS,0,0,0,0,0,S,22,0,22,870,0.3459245,2515
23,US,Unfamiliar,2,6,38,QGS,0,5,1,0,0.0273973,S,146,4.0000058,141.9999942,892,0.3546720,2515
6,EFP,Unfamiliar,3,5,38,QGS,0,4,1,0,0.0307692,S,130,3.999996,126.000004,908,0.3610338,2515
e5,EFP,Unfamiliar,4,2,38,QGS,0,2,0,0,0.1081081,S,37,3.9999997,33.0000003,938,0.3729622,2515
19,EFP,Unfamiliar,5,0,38,QGS,0,0,0,0,0.2105263,s,19,3.9999997,15.0000003,938,0.3729622,2515
17,EFP,Unfamiliar,5,0,38,QGS,0,0,0,0,0,S,18,0,18,957,0.3805169,2515
17,EFP,Unfamiliar,4,0,38,QGS,0,0,0,0,0,S,15,0,15,975,0.3876740,2515
23,US,Unfamiliar,4,0,38,QGS,0,0,0,0,0,S,6,0,6,1032,0.4103380,2515
32,US,Unfamiliar,1,0,,,0,0,0,0,1,D,14,14,0,1083,0.4306163,2515
12,EFP,Unfamiliar,1,0,,,0,0,0,0,0,S,17,0,17,1097,0.4361829,2515
44,QGS,Unfamiliar,1,0,,,0,0,0,0,0.875,D,16,14,2,1120,0.4453280,2515
17,EFP,Unfamiliar,1,0,,,0,0,0,0,1,D,30,30,0,1155,0.4592445,2515
29,US,Unfamiliar,1,0,,,0,0,0,0,1,D,16,16,0,1185,0.4711730,2515
28,US,Unfamiliar,1,15,,,1,9,3,2,0.440678,s/d,363,159.966114,203.033886,1217,0.4838966,2515
27,US,Unfamiliar,2,0,28,US,0,0,0,0,0.6122449,d,49,30.0000001,18.9999999,1217,0.4838966,2515
6,EFP,Unfamiliar,2,0,28,US,0,0,0,0,0,S,11,0,11,1299,0.5165010,2515
6,EFP,Unfamiliar,2,0,28,US,0,0,0,0,0.05,S,20,1,19,1310,0.5208748,2515
19,EFP,Unfamiliar,2,0,28,US,0,0,0,0,1,D,4,4,0,1330,0.5288270,2515
6,EFP,Unfamiliar,2,0,28,US,0,0,0,0,1,D,6,6,0,1334,0.5304175,2515
28,US,Unfamiliar,2,5,28,US,1,3,1,0,0.6395349,d,86,55.0000014,30.9999986,1360,0.5407555,2515
19,EFP,Unfamiliar,3,0,28,US,0,0,0,0,1,D,12,12,0,1360,0.5407555,2515
5,FFP,Unfamiliar,3,0,28,US,0,0,0,0,0,S,29,0,29,1391,0.5530815,2515
19,EFP,Unfamiliar,3,0,28,US,0,0,0,0,1,D,6,6,0,1420,0.5646123,2515
26,US,Unfamiliar,3,0,28,US,0,0,0,0,1,D,15,15,0,1426,0.5669980,2515
19,EFP,Unfamiliar,3,0,28,US,0,0,0,0,1,D,5,5,0,1441,0.5729622,2515
42,QGS,Unfamiliar,2,0,28,US,0,0,0,0,0.962963,D,36,34.666668,1.333332,1484,0.5900596,2515
17,EFP,Unfamiliar,2,0,28,US,0,0,0,0,0,S,10,0,10,1520,0.6043738,2515
17,EFP,Unfamiliar,2,0,28,US,0,0,0,0,0,S,5,0,5,1530,0.6083499,2515
42,QGS,Unfamiliar,2,0,28,US,0,0,0,0,1,D,8,8,0,1572,0.6250497,2515
42,QGS,Unfamiliar,1,0,,,0,0,0,0,0.8125,D,16,13,3,1580,0.6282306,2515
38,QGS,Unfamiliar,1,1,,,0,1,0,0,0,S,30,0,30,1596,0.6345924,2515
17,EFP,Unfamiliar,2,0,38,QGS,0,0,0,0,0,S,20,0,20,1606,0.6385686,2515
23,US,Unfamiliar,1,31,,,1,20,8,2,0.1373239,S,852,116.9999628,735.0000372,1626,0.6465209,2515
17,EFP,Unfamiliar,2,0,23,US,0,0,0,0,0,S,25,0,25,1659,0.6596421,2515
3,FFP,Unfamiliar,2,11,23,US,0,10,1,0,0,S,238,0,238,1692,0.6727634,2515
23,US,Unfamiliar,3,7,23,US,0,7,0,0,0,S,173,0,173,1709,0.6795229,2515
6,EFP,Unfamiliar,4,0,23,US,0,0,0,0,0,S,12,0,12,1709,0.6795229,2515
6,EFP,Unfamiliar,4,0,23,US,0,0,0,0,0,S,4,0,4,1721,0.6842942,2515
6,EFP,Unfamiliar,4,0,23,US,0,0,0,0,0,S,17,0,17,1725,0.6858847,2515
6,EFP,Unfamiliar,4,0,23,US,0,0,0,0,0,S,34,0,34,1742,0.6926441,2515
12,EFP,Unfamiliar,4,0,23,US,0,0,0,0,0,S,15,0,15,1776,0.7061630,2515
17,EFP,Unfamiliar,4,0,23,US,0,0,0,0,0,S,62,0,62,1791,0.7121272,2515
17,EFP,Unfamiliar,4,0,23,US,0,0,0,0,0,S,29,0,29,1853,0.7367793,2515
17,EFP,Unfamiliar,3,0,23,US,0,0,0,0,0,S,23,0,23,1882,0.7483101,2515
17,EFP,Unfamiliar,3,0,23,US,0,0,0,0,0,S,3,0,3,1905,0.7574553,2515
17,EFP,Unfamiliar,3,0,23,US,0,0,0,0,0,S,12,0,12,1908,0.7586481,2515
34,QGS,Unfamiliar,2,6,23,US,0,3,3,0,0.1386861,S,137,18.9999957,118.0000043,1930,0.7673956,2515
6,EFP,Unfamiliar,3,0,23,US,0,0,0,0,0,S,26,0,26,1951,0.7757455,2515
26,US,Unfamiliar,3,0,23,US,0,0,0,0,1,D,19,19,0,1977,0.7860835,2515
26,US,Unfamiliar,3,2,23,US,0,2,0,0,0,S,71,0,71,1996,0.7936382,2515
17,EFP,Unfamiliar,4,0,23,US,0,0,0,0,0,S,32,0,32,2006,0.7976143,2515
17,EFP,Unfamiliar,4,0,23,US,0,0,0,0,0,S,11,0,11,2038,0.8103380,2515
26,US,Unfamiliar,3,0,23,US,0,0,0,0,0.1285714,S,70,8.999998,61.000002,2067,0.8218688,2515
28,US,Unfamiliar,2,5,23,US,0,3,1,1,0.3975904,s/d,83,33.0000032,49.9999968,2137,0.8497018,2515
17,EFP,Unfamiliar,3,0,23,US,0,0,0,0,0,S,3,0,3,2152,0.8556660,2515
17,EFP,Unfamiliar,3,0,23,US,0,0,0,0,0,S,16,0,16,2163,0.8600398,2515
17,EFP,Unfamiliar,3,0,23,US,0,0,0,0,0,S,1,0,1,2179,0.8664016,2515
42,QGS,Unfamiliar,3,1,23,US,0,0,1,0,0.8181818,D,22,17.9999996,4.0000004,2187,0.8695825,2515
e8,US,Unfamiliar,4,0,23,US,0,0,0,0,1,D,8,8,0,2201,0.8751491,2515
17,EFP,Unfamiliar,2,0,23,US,0,0,0,0,0.04,S,50,2,48,2220,0.8827038,2515
12,EFP,Unfamiliar,2,0,23,US,0,0,0,0,0,S,3,0,3,2270,0.9025845,2515
26,US,Unfamiliar,2,2,23,US,0,1,1,0,0.2842105,s,190,53.999995,136.000005,2288,0.9097416,2515
29,US,Unfamiliar,3,0,23,US,0,0,0,0,1,D,29,29,0,2382,0.9471173,2515
17,EFP,Unfamiliar,3,0,23,US,0,0,0,0,0.0222222,S,45,0.999999,44.000001,2414,0.9598410,2515
17,EFP,Familiar,1,0,,,0,0,0,0,0.15625,S,32,5,27,62,0.0221192,2803
12,EFP,Familiar,1,0,,,0,0,0,0,0,S,23,0,23,94,0.0335355,2803
6,EFP,Familiar,1,0,,,0,0,0,0,0,S,26,0,26,198,0.0706386,2803
17,EFP,Familiar,1,0,,,0,0,0,0,0,S,45,0,45,395,0.1409204,2803
17,EFP,Familiar,1,0,,,0,0,0,0,0,S,12,0,12,440,0.1569747,2803
17,EFP,Familiar,1,0,,,0,0,0,0,0,S,31,0,31,452,0.1612558,2803
28,US,Familiar,1,1,,,0,1,0,0,0,S,68,0,68,483,0.1723154,2803
6,EFP,Familiar,2,0,28,US,0,0,0,0,0,S,12,0,12,501,0.1787371,2803
6,EFP,Familiar,1,0,,,0,0,0,0,0,S,11,0,11,601,0.2144131,2803
e7,QGS,Familiar,1,0,,,0,0,0,0,1,D,4,4,0,612,0.2183375,2803
17,EFP,Familiar,1,0,,,0,0,0,0,0,S,13,0,13,616,0.2197645,2803
27,US,Familiar,1,0,,,0,0,0,0,0.5277778,s/d,36,19.0000008,16.9999992,654,0.2333214,2803
e7,QGS,Familiar,1,0,,,0,0,0,0,1,D,2,2,0,775,0.2764895,2803
e7,QGS,Familiar,1,0,,,0,0,0,0,1,D,5,5,0,885,0.3157331,2803
23,US,Familiar,1,1,,,0,1,0,0,0,S,31,0,31,902,0.3217981,2803
6,EFP,Familiar,2,0,23,US,0,0,0,0,0,S,18,0,18,915,0.3264360,2803
23,US,Familiar,1,1,,,0,1,0,0,0,S,39,0,39,995,0.3549768,2803
6,EFP,Familiar,2,0,23,US,0,0,0,0,0,S,39,0,39,995,0.3549768,2803
23,US,Familiar,1,12,,,0,5,7,0,0.3606965,s,402,144.999993,257.000007,1073,0.3828041,2803
6,EFP,Familiar,2,0,23,US,0,0,0,0,0,S,55,0,55,1073,0.3828041,2803
23,US,Familiar,2,0,23,US,0,0,0,0,0,S,23,0,23,1128,0.4024260,2803
6,EFP,Familiar,2,0,23,US,0,0,0,0,0,S,7,0,7,1151,0.4106315,2803
27,US,Familiar,2,0,23,US,0,0,0,0,0.9111111,D,90,81.999999,8.000001,1158,0.4131288,2803
27,US,Familiar,2,0,23,US,0,0,0,0,1,D,31,31,0,1248,0.4452372,2803
23,US,Familiar,2,6,23,US,0,3,3,0,0.1632653,S,196,31.9999988,164.0000012,1279,0.4562968,2803
6,EFP,Familiar,3,0,23,US,0,0,0,0,0.0833333,S,12,0.9999996,11.0000004,1279,0.4562968,2803
27,US,Familiar,3,0,23,US,0,0,0,0,0.8421053,D,19,16.0000007,2.9999993,1291,0.4605780,2803
26,US,Familiar,3,3,23,US,0,2,1,0,0.0909091,S,165,15.0000015,149.9999985,1310,0.4673564,2803
6,EFP,Familiar,4,0,23,US,0,0,0,0,0,S,43,0,43,1340,0.4780592,2803
23,US,Familiar,4,1,23,US,0,1,0,0,0,S,92,0,92,1383,0.4933999,2803
12,EFP,Familiar,5,0,23,US,0,0,0,0,0,S,92,0,92,1383,0.4933999,2803
38,QGS,Familiar,1,4,,,0,1,1,2,0.3956835,s/d,139,55.0000065,83.9999935,1475,0.5262219,2803
17,EFP,Familiar,2,0,38,QGS,0,0,0,0,0,S,32,0,32,1475,0.5262219,2803
42,QGS,Familiar,2,2,38,QGS,0,0,1,1,1,D,55,55,0,1559,0.5561898,2803
e7,QGS,Familiar,3,0,38,QGS,0,0,0,0,1,D,55,55,0,1559,0.5561898,2803
27,US,Familiar,3,0,38,QGS,0,0,0,0,1,D,44,44,0,1570,0.5601142,2803
27,US,Familiar,1,0,,,0,0,0,0,0.6666667,d,9,6.0000003,2.9999997,1638,0.5843739,2803
28,US,Familiar,1,0,,,0,0,0,0,1,D,5,5,0,1749,0.6239743,2803
38,QGS,Familiar,1,2,,,0,0,2,0,0.8461538,D,52,43.9999976,8.0000024,1777,0.6339636,2803
27,US,Familiar,2,0,38,QGS,0,0,0,0,0.5,s/d,16,8,8,1777,0.6339636,2803
27,US,Familiar,2,0,38,QGS,0,0,0,0,1,D,9,9,0,1820,0.6493043,2803
e7,QGS,Familiar,1,0,,,0,0,0,0,1,D,15,15,0,1843,0.6575098,2803
e8,US,Familiar,1,0,,,0,0,0,0,1,D,20,20,0,1858,0.6628612,2803
38,QGS,Familiar,1,2,,,0,0,0,2,0.0784314,S,51,4.0000014,46.9999986,1878,0.6699964,2803
36,QGS,Familiar,2,0,38,QGS,0,0,0,0,0,S,36,0,36,1878,0.6699964,2803
e7,QGS,Familiar,2,0,38,QGS,0,0,0,0,1,D,2,2,0,1927,0.6874777,2803
e7,QGS,Familiar,1,0,,,0,0,0,0,1,D,2,2,0,1954,0.6971102,2803
e7,QGS,Familiar,1,0,,,0,0,0,0,1,D,9,9,0,1956,0.6978238,2803
34,QGS,Familiar,1,1,,,0,0,0,1,0.6761905,d,105,71.0000025,33.9999975,1965,0.7010346,2803
44,QGS,Familiar,2,0,34,QGS,0,0,0,0,0.9594595,D,74,71.000003,2.99999699999999,1996,0.7120942,2803
e8,US,Familiar,1,3,,,0,0,1,2,0.2586207,s,174,45.0000018,128.9999982,2070,0.7384945,2803
e8,US,Familiar,2,0,e8,US,0,0,0,0,1,D,24,24,0,2144,0.7648948,2803
e7,QGS,Familiar,2,0,e8,US,0,0,0,0,1,D,11,11,0,2211,0.7887977,2803
e7,QGS,Familiar,2,0,e8,US,0,0,0,0,1,D,5,5,0,2239,0.7987870,2803
44,QGS,Familiar,1,11,,,0,3,5,3,0.2939297,s,313,91.9999961,221.0000039,2244,0.8005708,2803
28,US,Familiar,2,9,44,QGS,0,3,4,2,0.3133803,s,284,89.0000052,194.9999948,2244,0.8005708,2803
6,EFP,Familiar,3,0,44,QGS,0,0,0,0,0,S,34,0,34,2272,0.8105601,2803
27,US,Familiar,3,0,44,QGS,0,0,0,0,0.8723404,D,47,40.9999988,6.0000012,2306,0.8226900,2803
6,EFP,Familiar,3,1,44,QGS,0,0,1,0,0.5,s/d,14,7,7,2353,0.8394577,2803
27,US,Familiar,4,0,44,QGS,0,0,0,0,1,D,5,5,0,2353,0.8394577,2803
28,US,Familiar,3,1,44,QGS,0,1,0,0,0,S,9,0,9,2467,0.8801284,2803
6,EFP,Familiar,4,0,44,QGS,0,0,0,0,0,S,9,0,9,2467,0.8801284,2803
e7,QGS,Familiar,3,1,44,QGS,0,0,1,0,1,D,9,9,0,2509,0.8951124,2803
e8,US,Familiar,4,0,44,QGS,0,0,0,0,1,D,8,8,0,2510,0.8954691,2803
e7,QGS,Familiar,3,0,44,QGS,0,0,0,0,1,D,3,3,0,2525,0.9008205,2803
e7,QGS,Familiar,2,0,44,QGS,0,0,0,0,1,D,2,2,0,2555,0.9115234,2803
38,QGS,Familiar,1,5,,,0,0,3,2,0.3902439,s,246,95.9999994,150.0000006,2557,0.9122369,2803
28,US,Familiar,2,1,38,QGS,0,0,1,0,0.6363636,d,44,27.9999984,16.0000016,2601,0.9279344,2803
27,US,Familiar,3,0,38,QGS,0,0,0,0,0.6363636,d,44,27.9999984,16.0000016,2601,0.9279344,2803
e7,QGS,Familiar,2,0,38,QGS,0,0,0,0,1,D,63,63,0,2736,0.9760970,2803
e8,US,Familiar,2,0,38,QGS,0,0,0,0,1,D,52,52,0,2747,0.9800214,2803
e7,QGS,Familiar,2,0,38,QGS,0,0,0,0,1,D,4,4,0,2799,0.9985730,2803
26,US,Familiar,1,8,,,0,0,6,2,0.7729592,d,392,303.0000064,88.9999936,265,0.0969276,2734
27,US,Familiar,2,0,26,US,0,0,0,0,1,D,13,13,0,278,0.1016825,2734
26,US,Familiar,2,4,26,US,0,0,4,0,0.8471616,D,229,194.0000064,34.9999936,291,0.1064375,2734
27,US,Familiar,3,0,26,US,0,0,0,0,1,D,29,29,0,291,0.1064375,2734
e8,US,Familiar,3,0,26,US,0,0,0,0,1,D,57,57,0,320,0.1170446,2734
26,US,Familiar,3,0,26,US,0,0,0,0,1,D,31,31,0,377,0.1378932,2734
e8,US,Familiar,3,0,26,US,0,0,0,0,1,D,72,72,0,408,0.1492319,2734
e6,QGS,Familiar,2,0,26,US,0,0,0,0,0,S,32,0,32,520,0.1901975,2734
35,QGS,Familiar,2,0,26,US,0,0,0,0,0.75,d,88,66,22,552,0.2019020,2734
6,EFP,Familiar,1,0,,,0,0,0,0,0.0217391,S,92,1.9999972,90.0000028,703,0.2571324,2734
38,QGS,Familiar,1,4,,,0,2,0,2,0.2191358,s,324,70.9999992,253.0000008,836,0.3057791,2734
17,EFP,Familiar,2,0,38,QGS,0,0,0,0,0.08,S,25,2,23,871,0.3185808,2734
35,QGS,Familiar,2,1,38,QGS,0,1,0,0,0,S,53,0,53,896,0.3277249,2734
17,EFP,Familiar,3,0,38,QGS,0,0,0,0,0,S,37,0,37,912,0.3335772,2734
44,QGS,Familiar,2,0,38,QGS,0,0,0,0,0.9666667,D,30,29.000001,0.999998999999999,1130,0.4133138,2734
26,US,Familiar,1,3,,,0,2,1,0,0.5845481,s/d,686,400.9999966,285.0000034,1262,0.4615947,2734
26,US,Familiar,2,2,26,US,0,2,0,0,1,D,42,42,0,1276,0.4667154,2734
e5,EFP,Familiar,3,0,26,US,0,0,0,0,1,D,27,27,0,1276,0.4667154,2734
17,EFP,Familiar,3,0,26,US,0,0,0,0,1,D,15,15,0,1303,0.4765911,2734
27,US,Familiar,1,0,,,0,0,0,0,1,D,6,6,0,2216,0.8105340,2734
6,EFP,Familiar,1,1,,,0,1,0,0,0,S,25,0,25,2222,0.8127286,2734
17,EFP,Familiar,2,0,6,EFP,0,0,0,0,0,S,21,0,21,2226,0.8141917,2734
27,US,Familiar,1,0,,,0,0,0,0,1,D,40,40,0,2247,0.8218727,2734
27,US,Familiar,1,0,,,0,0,0,0,1,D,9,9,0,2345,0.8577176,2734
17,EFP,Familiar,1,0,,,0,0,0,0,0.1481481,S,27,3.9999987,23.0000013,2354,0.8610095,2734
27,US,Familiar,1,0,,,0,0,0,0,1,D,12,12,0,2467,0.9023409,2734
31,US,Familiar,1,0,,,0,0,0,0,1,D,255,255,0,2479,0.9067301,2734
e8,US,Familiar,1,0,,,0,0,0,0,0.9259259,D,27,24.9999993,2.0000007,68,0.0207065,3284
34,QGS,Familiar,1,0,,,0,0,0,0,1,D,181,181,0,168,0.0511571,3284
34,QGS,Familiar,1,2,,,0,0,0,2,1,D,338,338,0,349,0.1062728,3284
34,QGS,Familiar,2,0,34,QGS,0,0,0,0,1,D,152,152,0,413,0.1257613,3284
34,QGS,Familiar,2,0,34,QGS,0,0,0,0,1,D,122,122,0,565,0.1720463,3284
e8,US,Familiar,1,64,,,1,40,12,11,0.5335389,s/d,2597,1385.6005233,1211.3994767,687,0.2091961,3284
34,QGS,Familiar,2,9,e8,US,0,1,5,3,0.9620253,D,711,683.9999883,27.0000117000001,687,0.2091961,3284
34,QGS,Familiar,3,0,e8,US,0,0,0,0,1,D,17,17,0,857,0.2609622,3284
34,QGS,Familiar,3,0,e8,US,0,0,0,0,1,D,60,60,0,874,0.2661389,3284
34,QGS,Familiar,3,6,e8,US,0,1,5,0,0.9221184,D,321,296.0000064,24.9999936,974,0.2965895,3284
e8,US,Familiar,4,0,e8,US,0,0,0,0,1,D,5,5,0,1145,0.3486602,3284
e8,US,Familiar,4,2,e8,US,0,1,1,0,0.3421053,s,38,13.0000014,24.9999986,1162,0.3538368,3284
26,US,Familiar,5,1,e8,US,0,1,0,0,0,S,15,0,15,1185,0.3608404,3284
12,EFP,Familiar,6,0,e8,US,0,0,0,0,0,S,15,0,15,1185,0.3608404,3284
e8,US,Familiar,4,0,e8,US,0,0,0,0,1,D,14,14,0,1214,0.3696711,3284
e8,US,Familiar,4,0,e8,US,0,0,0,0,1,D,16,16,0,1239,0.3772838,3284
23,US,Familiar,2,51,e8,US,1,39,6,5,0.2869198,s,1659,475.9999482,1183.0000518,1398,0.4257004,3284
34,QGS,Familiar,3,37,e8,US,1,31,4,1,0.0512104,S,1074,54.9999696,1019.0000304,1398,0.4257004,3284
17,EFP,Familiar,4,0,e8,US,0,0,0,0,0.3539823,s,113,39.9999999,73.0000001,1398,0.4257004,3284
e8,US,Familiar,4,0,e8,US,0,0,0,0,1,D,5,5,0,1511,0.4601096,3284
17,EFP,Familiar,4,0,e8,US,0,0,0,0,0,S,106,0,106,1527,0.4649817,3284
17,EFP,Familiar,4,0,e8,US,0,0,0,0,0,S,46,0,46,1633,0.4972594,3284
23,US,Familiar,4,1,e8,US,0,1,0,0,0,S,20,0,20,1679,0.5112667,3284
17,EFP,Familiar,5,0,e8,US,0,0,0,0,0,S,20,0,20,1679,0.5112667,3284
6,EFP,Familiar,4,1,e8,US,0,1,0,0,0,S,61,0,61,1699,0.5173569,3284
6,EFP,Familiar,5,0,e8,US,0,0,0,0,0,S,14,0,14,1746,0.5316687,3284
5,FFP,Familiar,4,1,e8,US,0,1,0,0,0,S,16,0,16,1760,0.5359318,3284
17,EFP,Familiar,5,0,e8,US,0,0,0,0,0,S,5,0,5,1771,0.5392814,3284
12,EFP,Familiar,4,0,e8,US,0,0,0,0,0,S,10,0,10,1776,0.5408039,3284
12,EFP,Familiar,4,0,e8,US,0,0,0,0,0,S,10,0,10,1786,0.5438490,3284
17,EFP,Familiar,4,0,e8,US,0,0,0,0,0,S,22,0,22,1796,0.5468940,3284
12,EFP,Familiar,4,0,e8,US,0,0,0,0,0,S,2,0,2,1818,0.5535932,3284
17,EFP,Familiar,4,4,e8,US,0,4,0,0,0,S,107,0,107,1820,0.5542022,3284
12,EFP,Familiar,5,0,e8,US,0,0,0,0,0,S,8,0,8,1845,0.5618149,3284
17,EFP,Familiar,5,0,e8,US,0,0,0,0,0,S,4,0,4,1853,0.5642509,3284
17,EFP,Familiar,5,0,e8,US,0,0,0,0,0,S,17,0,17,1857,0.5654689,3284
17,EFP,Familiar,5,0,e8,US,0,0,0,0,0,S,34,0,34,1874,0.5706456,3284
17,EFP,Familiar,4,0,e8,US,0,0,0,0,0,S,14,0,14,1927,0.5867844,3284
17,EFP,Familiar,4,0,e8,US,0,0,0,0,0,S,10,0,10,1941,0.5910475,3284
25,US,Familiar,4,15,e8,US,0,13,1,1,0,S,521,0,521,1951,0.5940926,3284
17,EFP,Familiar,5,0,e8,US,0,0,0,0,0,S,32,0,32,1951,0.5940926,3284
17,EFP,Familiar,5,1,e8,US,0,1,0,0,0,S,19,0,19,1983,0.6038368,3284
12,EFP,Familiar,6,0,e8,US,0,0,0,0,0,S,6,0,6,1996,0.6077954,3284
7,EFP,Familiar,5,1,e8,US,0,1,0,0,0,S,26,0,26,2002,0.6096224,3284
17,EFP,Familiar,6,0,e8,US,0,0,0,0,0,S,5,0,5,2016,0.6138855,3284
6,EFP,Familiar,5,0,e8,US,0,0,0,0,0,S,26,0,26,2028,0.6175396,3284
17,EFP,Familiar,5,0,e8,US,0,0,0,0,0,S,18,0,18,2054,0.6254568,3284
34,QGS,Familiar,5,7,e8,US,0,6,1,0,0,S,400,0,400,2072,0.6309379,3284
17,EFP,Familiar,6,0,e8,US,0,0,0,0,0,S,12,0,12,2117,0.6446407,3284
12,EFP,Familiar,6,0,e8,US,0,0,0,0,0,S,38,0,38,2129,0.6482948,3284
17,EFP,Familiar,6,0,e8,US,0,0,0,0,0,S,9,0,9,2167,0.6598660,3284
17,EFP,Familiar,6,2,e8,US,0,1,1,0,0,S,51,0,51,2176,0.6626066,3284
25,US,Familiar,7,1,e8,US,0,1,0,0,0,S,23,0,23,2187,0.6659562,3284
17,EFP,Familiar,8,0,e8,US,0,0,0,0,0,S,14,0,14,2196,0.6686967,3284
17,EFP,Familiar,6,0,e8,US,0,0,0,0,0,S,245,0,245,2227,0.6781364,3284
34,QGS,Familiar,3,12,e8,US,0,8,2,2,0.7196581,d,585,420.9999885,164.0000115,2472,0.7527406,3284
23,US,Familiar,4,0,e8,US,0,0,0,0,1,D,33,33,0,2474,0.7533496,3284
34,QGS,Familiar,4,10,e8,US,0,8,1,1,0.5591398,s/d,372,208.0000056,163.9999944,2685,0.8176005,3284
17,EFP,Familiar,5,0,e8,US,0,0,0,0,0,S,11,0,11,2703,0.8230816,3284
17,EFP,Familiar,5,0,e8,US,0,0,0,0,0,S,19,0,19,2714,0.8264312,3284
12,EFP,Familiar,5,0,e8,US,0,0,0,0,0,S,7,0,7,2733,0.8322168,3284
12,EFP,Familiar,5,0,e8,US,0,0,0,0,0,S,25,0,25,2740,0.8343484,3284
17,EFP,Familiar,5,4,e8,US,0,3,1,0,0,S,70,0,70,2777,0.8456151,3284
e5,EFP,Familiar,6,3,e8,US,0,2,1,0,0,S,70,0,70,2777,0.8456151,3284
21,US,Familiar,7,0,e8,US,0,0,0,0,0,S,14,0,14,2777,0.8456151,3284
12,EFP,Familiar,7,0,e8,US,0,0,0,0,0,S,9,0,9,2791,0.8498782,3284
6,EFP,Familiar,7,0,e8,US,0,0,0,0,0,S,20,0,20,2800,0.8526188,3284
42,QGS,Familiar,5,0,e8,US,0,0,0,0,0.6470588,d,51,32.9999988,18.0000012,2847,0.8669306,3284
43,QGS,Familiar,2,1,e8,US,0,0,0,1,1,D,227,227,0,3057,0.9308770,3284
34,QGS,Familiar,3,0,e8,US,0,0,0,0,1,D,205,205,0,3057,0.9308770,3284
25,US,Unfamiliar,1,0,,,0,0,0,0,1,D,49,49,0,25,0.0108601,2302
3,FFP,Unfamiliar,1,25,,,6,14,5,0,0.4192635,s/d,418,175.252143,242.747857,98,0.0425717,2302
1,FFP,Unfamiliar,2,0,3,FFP,0,0,0,0,1,D,8,8,0,158,0.0686360,2302
27,US,Unfamiliar,2,3,3,FFP,0,3,0,0,0.4897959,s/d,49,23.9999991,25.0000009,166,0.0721112,2302
7,EFP,Unfamiliar,3,0,3,FFP,0,0,0,0,1,D,6,6,0,180,0.0781929,2302
6,EFP,Unfamiliar,3,0,3,FFP,0,0,0,0,0.1481481,S,27,3.9999987,23.0000013,186,0.0807993,2302
8,EFP,Unfamiliar,3,0,3,FFP,0,0,0,0,0,S,2,0,2,213,0.0925282,2302
5,FFP,Unfamiliar,2,9,3,FFP,1,8,0,0,0,S,125,0,125,215,0.0933970,2302
6,EFP,Unfamiliar,3,0,3,FFP,0,0,0,0,0,S,54,0,54,215,0.0933970,2302
17,EFP,Unfamiliar,3,0,3,FFP,0,0,0,0,0,S,2,0,2,269,0.1168549,2302
5,FFP,Unfamiliar,3,5,3,FFP,0,5,0,0,0,S,58,0,58,271,0.1177237,2302
17,EFP,Unfamiliar,4,0,3,FFP,0,0,0,0,0,S,25,0,25,271,0.1177237,2302
6,EFP,Unfamiliar,4,1,3,FFP,0,1,0,0,0,S,8,0,8,296,0.1285838,2302
17,EFP,Unfamiliar,5,0,3,FFP,0,0,0,0,0,S,8,0,8,296,0.1285838,2302
17,EFP,Unfamiliar,4,0,3,FFP,0,0,0,0,0,S,10,0,10,304,0.1320591,2302
